"Organisation Name",Website,ASN,"Peering Policy","IPv4 Address","IPv6 Address",Location,"Switch Slot/[Pic/]Port","Port Type","Service Speed","Service Type","Membership Type","Route Servers"
"Simwood eSMS Limited",http://www.simwood.com,42353,Selective,195.66.228.147,2001:7f8:4:4::a571:1,Newport(NGD),"edge1-ngd.car1 0/22",10G,10000,Regular,full,"rs1.car1, rs1.lon1, rs1.man1, rs2.lon2, rs3.lon1, rs4.lon2"
"SingTel (Europe) Ltd",http://business.singtel.com/,7473,Selective,195.66.225.10,2001:7f8:4::1d31:1,"Digital Realty Cloud House West (TCM)","edge1-tcm xe-4/3/0",10G,10000,Regular,full,
"SingTel (Europe) Ltd",http://business.singtel.com/,7473,Selective,195.66.237.10,2001:7f8:4:1::1d31:1,"Digital Realty Cloud House West (TCM)","edge1-tcm-lon2 xe2",10G,10000,Regular,full,
"SIP Communications PLC",http://www.sipcom.com,47631,Open,195.66.236.38,2001:7f8:4:1::ba0f:1,"Telehouse North (THN)","edge3-thn-lon2 xe11",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"SIP Communications PLC",http://www.sipcom.com,47631,Open,195.66.224.38,2001:7f8:4::ba0f:1,"Telehouse North (THN)","edge1-thn ge-7/3/4",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
Sipartech,http://www.sipartech.com,8309,Open,195.66.238.125,2001:7f8:4:1::2075:1,"Telehouse North (THN)","edge5-thn-lon2 ce7/1",100G,100000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
Sipartech,http://www.sipartech.com,8309,Open,195.66.226.125,2001:7f8:4::2075:1,"Telehouse North (THN)","core3-thn et-3/0/3",100G,100000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Sipcentric Ltd.",http://www.nimvelo.com,201473,Selective,195.66.237.66,2001:7f8:4:1:0:3:1301:1,"Telehouse North (THN)","edge3-thn-lon2 xe16",1000,1000,Regular,full,
"Sipcentric Ltd.",http://www.nimvelo.com,201473,Selective,195.66.225.66,,"Telehouse North (THN)","edge2-thn ge-7/3/1",1000,1000,Regular,full,
"Sirius Technology SRL",https://www.siriustec.it/,60501,Open,195.66.226.84,2001:7f8:4::ec55:1,"Telehouse North (THN)","core3-thn VLAN: 3026",ConneXions,500,ConneXions,full,"rs1.lon1, rs3.lon1"
"Six Degrees Technology Group",http://www.6dg.co.uk,6908,Selective,195.66.225.32,2001:7f8:4::1afc:1,"Telehouse North (THN)","edge1-thn xe-2/3/2",10G,10000,Regular,full,
"Six Degrees Technology Group",http://www.6dg.co.uk,6908,Selective,195.66.244.13,2001:7f8:4:2::1afc:1,"Equinix MA1 Williams House (TCW)","edge5-tcw-man1 xe26",10G,10000,Regular,full,
"SK Broadband Co., Ltd.",http://www.hanaro.com/eng/,9318,Selective,195.66.224.176,,"Digital Realty Sovereign House (RBS)","edge1-rbs xe-5/0/2",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"SK Broadband Co., Ltd.",http://www.hanaro.com/eng/,9318,Selective,195.66.236.176,2001:7f8:4:1::2466:1,"Digital Realty Sovereign House (RBS)","edge3-rbs-lon2 xe44",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"SKY Cable Corporation",http://www.mysky.com.ph,23944,Open,195.66.227.212,2001:7f8:4::5d88:1,"Telehouse North (THN)","core3-thn VLAN: 7",ConneXions,1000,ConneXions,full,"rs1.lon1, rs3.lon1"
"Sky UK",http://www.sky.com,5607,Open,195.66.237.234,2001:7f8:4:1::15e7:1,"Equinix LD4 (EQ4)","edge3-eq4-lon2 ce11/1",100G,100000,Regular,full,
"Sky UK",http://www.sky.com,5607,Open,195.66.225.234,2001:7f8:4::15e7:1,"Telehouse West (THW)","core3-thw et-2/4/3",100G,100000,Regular,full,
"Sky UK",http://www.sky.com,5607,Open,195.66.225.234,2001:7f8:4::15e7:1,"Telehouse West (THW)","core3-thw et-2/5/0",100G,100000,Regular,full,
"Sky UK",http://www.sky.com,5607,Open,195.66.225.234,2001:7f8:4::15e7:1,"Telehouse West (THW)","core3-thw et-2/4/1",100G,100000,Regular,full,
"Sky UK",http://www.sky.com,5607,Open,195.66.225.234,2001:7f8:4::15e7:1,"Telehouse West (THW)","core3-thw et-2/4/2",100G,100000,Regular,full,
"Sky UK",http://www.sky.com,5607,Open,195.66.237.234,2001:7f8:4:1::15e7:1,"Equinix LD4 (EQ4)","edge3-eq4-lon2 ce18/1",100G,100000,Regular,full,
"Sky UK",http://www.sky.com,5607,Open,195.66.225.234,2001:7f8:4::15e7:1,"Telehouse West (THW)","core3-thw et-2/0/2",100G,100000,Regular,full,
"SkyVision Global Networks Ltd",http://skyvision.net,8513,Selective,195.66.225.119,,"Telehouse North (THN)","edge4-thn ge-8/1/7",1000,1000,Regular,full,"rs1.lon1, rs3.lon1"
"Slashme BV",http://www.as25595.net/,25595,Open,195.66.226.93,2001:7f8:4::63fb:1,"Telehouse North (THN)","core4-thn VLAN: 2184",ConneXions,100,ConneXions,full,"rs1.lon1, rs3.lon1"
"Smile Communications (pty) Ltd",http://www.smilecoms.com/,37122,"No data",195.66.236.106,2001:7f8:4:1::9102:1,"Telehouse West (THW)","edge2-thw-lon2 xe35",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Smile Communications (pty) Ltd",http://www.smilecoms.com/,37122,"No data",195.66.224.106,2001:7f8:4::9102:1,"Telehouse West (THW)","edge1-thw xe-3/3/1",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Soco Network Solutions GMBH",http://www.soco.net,12759,Open,195.66.225.75,2001:7f8:4::31d7:1,"Equinix LD8 Harbour Exchange (TCH)","core4-tch VLAN: 706",ConneXions,1000,ConneXions,full,"rs1.lon1, rs3.lon1"
"SoftLayer Technologies UK Limited",http://www.softlayer.com/,36351,Selective,195.66.237.183,2001:7f8:4:1::8dff:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch-lon2 xe5",10G,10000,Regular,full,"rs1.lon1, rs1.nva1, rs2.lon2, rs2.nva1, rs3.lon1, rs4.lon2"
"SoftLayer Technologies UK Limited",http://www.softlayer.com/,36351,Selective,195.66.239.93,2001:7f8:4:1::8dff:2,"Equinix LD4 (EQ4)","edge1-eq4-lon2 xe3",10G,10000,Regular,full,"rs1.lon1, rs1.nva1, rs2.lon2, rs2.nva1, rs3.lon1, rs4.lon2"
"SoftLayer Technologies UK Limited",http://www.softlayer.com/,36351,Selective,195.66.227.93,2001:7f8:4::8dff:2,"Equinix LD6 (EQ4)","edge3-eq4 et-2/1/5",100G,100000,Regular,full,"rs1.lon1, rs1.nva1, rs2.lon2, rs2.nva1, rs3.lon1, rs4.lon2"
"SoftLayer Technologies UK Limited",http://www.softlayer.com/,36351,Selective,206.55.196.45,2001:504:31::8dff:1,"CoreSite Reston (COR)","edge1-cor.nva1 xe-11/0/3",10G,10000,Regular,full,"rs1.lon1, rs1.nva1, rs2.lon2, rs2.nva1, rs3.lon1, rs4.lon2"
"SoftLayer Technologies UK Limited",http://www.softlayer.com/,36351,Selective,206.55.196.45,2001:504:31::8dff:1,"CoreSite Reston (COR)","edge1-cor.nva1 xe-11/0/1",10G,10000,Regular,full,"rs1.lon1, rs1.nva1, rs2.lon2, rs2.nva1, rs3.lon1, rs4.lon2"
"SoftLayer Technologies UK Limited",http://www.softlayer.com/,36351,Selective,195.66.237.183,2001:7f8:4:1::8dff:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch-lon2 xe15",10G,10000,Regular,full,"rs1.lon1, rs1.nva1, rs2.lon2, rs2.nva1, rs3.lon1, rs4.lon2"
"SoftLayer Technologies UK Limited",http://www.softlayer.com/,36351,Selective,206.55.196.46,2001:504:31::8dff:2,"Digital Realty IAD (44521 Hastings) ACC5 (DFT)","edge1-dft.nva1 xe-10/1/1",10G,10000,Regular,full,"rs1.lon1, rs1.nva1, rs2.lon2, rs2.nva1, rs3.lon1, rs4.lon2"
"SoftLayer Technologies UK Limited",http://www.softlayer.com/,36351,Selective,195.66.237.183,2001:7f8:4:1::8dff:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch-lon2 xe14",10G,10000,Regular,full,"rs1.lon1, rs1.nva1, rs2.lon2, rs2.nva1, rs3.lon1, rs4.lon2"
"SoftLayer Technologies UK Limited",http://www.softlayer.com/,36351,Selective,195.66.239.93,2001:7f8:4:1::8dff:2,"Equinix LD4 (EQ4)","edge1-eq4-lon2 xe2",10G,10000,Regular,full,"rs1.lon1, rs1.nva1, rs2.lon2, rs2.nva1, rs3.lon1, rs4.lon2"
"SoftLayer Technologies UK Limited",http://www.softlayer.com/,36351,Selective,195.66.237.183,2001:7f8:4:1::8dff:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch-lon2 xe13",10G,10000,Regular,full,"rs1.lon1, rs1.nva1, rs2.lon2, rs2.nva1, rs3.lon1, rs4.lon2"
"SoftLayer Technologies UK Limited",http://www.softlayer.com/,36351,Selective,206.55.196.46,2001:504:31::8dff:2,"Digital Realty IAD (44521 Hastings) ACC5 (DFT)","edge1-dft.nva1 xe-10/1/0",10G,10000,Regular,full,"rs1.lon1, rs1.nva1, rs2.lon2, rs2.nva1, rs3.lon1, rs4.lon2"
"SoftLayer Technologies UK Limited",http://www.softlayer.com/,36351,Selective,195.66.239.93,2001:7f8:4:1::8dff:2,"Equinix LD4 (EQ4)","edge1-eq4-lon2 xe1",10G,10000,Regular,full,"rs1.lon1, rs1.nva1, rs2.lon2, rs2.nva1, rs3.lon1, rs4.lon2"
"SoftLayer Technologies UK Limited",http://www.softlayer.com/,36351,Selective,195.66.225.183,2001:7f8:4::8dff:1,"Equinix LD8 Harbour Exchange (TCH)","core3-tch et-2/1/3",100G,100000,Regular,full,"rs1.lon1, rs1.nva1, rs2.lon2, rs2.nva1, rs3.lon1, rs4.lon2"
Sohonet,http://www.sohonet.co.uk,16164,Selective,195.66.225.92,2001:7f8:4::3f24:1,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-4/2/4",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"SolNet Internet Solution Provider",http://www.solnet.ch/,9044,Open,195.66.224.169,2001:7f8:4::2354:1,"Telehouse North (THN)","edge3-thn xe-3/1/2",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"SolNet Internet Solution Provider",http://www.solnet.ch/,9044,Open,195.66.236.169,2001:7f8:4:1::2354:1,"Telehouse North (THN)","edge1-thn-lon2 xe7",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Solway Communications Limited",http://www.solwaycomms.com,199468,Open,195.66.226.53,2001:7f8:4::3:b2c:1,"Telehouse North2 (TH2)","edge1-th2 xe-1/3/3",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Solway Communications Limited",http://www.solwaycomms.com,199468,Open,195.66.244.19,2001:7f8:4:2:0:3:b2c:1,"Equinix MA3 Joule House (TCJ)","edge2-tcj-man1 xe5",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Sota Solutions",http://www.sota.co.uk,31742,Open,195.66.227.142,2001:7f8:4::7bfe:1,"Telehouse East (THE)","edge4-the xe-3/2/1",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Sota Solutions",http://www.sota.co.uk,31742,Open,195.66.239.142,2001:7f8:4:1::7bfe:1,"Telehouse East (THE)","edge1-the-lon2 xe46",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"SPADHAUSEN SRL UNIPERSONALE",http://spadhausen.com,62166,Selective,195.66.227.253,2001:7f8:4::f2d6:1,"Telehouse North (THN)","core4-thn VLAN: 1986",ConneXions,1000,ConneXions,full,"rs1.lon1, rs3.lon1"
SpainWISP,http://,8637,Open,195.66.227.33,2001:7f8:4::21bd:1,"Telehouse North (THN)","core3-thn VLAN: 12",ConneXions,2000,ConneXions,full,"rs1.lon1, rs3.lon1"
"Spectrum Internet Ltd",http://www.spectrum-internet.co.uk/,48294,Open,195.66.244.197,2001:7f8:4:2::bca6:1,"Equinix MA1 Williams House (TCW)","edge6-tcw-man1 xe20",10G,10000,Regular,"full,ConneXions","rs1.car1, rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Spectrum Internet Ltd",http://www.spectrum-internet.co.uk/,48294,Open,195.66.224.121,2001:7f8:4::bca6:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-3/3/2",10G,10000,Regular,"full,ConneXions","rs1.car1, rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Spectrum Internet Ltd",http://www.spectrum-internet.co.uk/,48294,Open,195.66.239.50,2001:7f8:4:1::bca6:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch-lon2 xe22",10G,10000,Regular,"full,ConneXions","rs1.car1, rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Spectrum Internet Ltd",http://www.spectrum-internet.co.uk/,48294,Open,195.66.228.49,2001:7f8:4:4::bca6:2,Newport(NGD),"edge1-ngd.car1 0/20",10G,10000,Regular,"full,ConneXions","rs1.car1, rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Spectrum Internet Ltd",http://www.spectrum-internet.co.uk/,48294,Open,195.66.228.2,2001:7f8:4:4::bca6:1,"BT Stadium House (BTS)","edge2-bts.car1 13",10G,10000,Regular,"full,ConneXions","rs1.car1, rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Spitfire Network Services Ltd",http://www.spitfire.co.uk/,16082,Open,195.66.236.199,2001:7f8:4:1::3ed2:1,"Equinix LD8 Harbour Exchange (TCH)","edge2-tch-lon2 xe18",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Spitfire Network Services Ltd",http://www.spitfire.co.uk/,16082,Open,195.66.224.199,2001:7f8:4::3ed2:1,"Telehouse North (THN)","edge3-thn xe-10/0/4",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Spitfire Network Services Ltd",http://www.spitfire.co.uk/,16082,Open,195.66.224.199,2001:7f8:4::3ed2:1,"Telehouse North (THN)","edge3-thn xe-10/0/5",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
Sprint,http://www.sprint.com,1239,Selective,195.66.225.35,2001:7f8:4::4d7:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-3/2/2",10G,10000,multiservice_port,full,"rs1.lon1, rs3.lon1"
Sprint,http://www.sprint.com,1239,Selective,195.66.225.35,2001:7f8:4::4d7:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-7/3/4",10G,10000,multiservice_port,full,"rs1.lon1, rs3.lon1"
Sprint,http://www.sprint.com,1239,Selective,195.66.225.35,2001:7f8:4::4d7:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-3/3/1",10G,10000,multiservice_port,full,"rs1.lon1, rs3.lon1"
"Starhub Ltd",http://www.starhub.com,4657,Selective,195.66.226.196,2001:7f8:4::1231:1,"Telehouse North (THN)","core3-thn VLAN: 1657",ConneXions,10000,ConneXions,full,"rs1.lon1, rs3.lon1"
"Starlink Internet Services UK Ltd.",http://,14593,Open,195.66.224.75,2001:7f8:4::3901:2,"Telehouse West (THW)","core3-thw et-3/3/2",100G,100000,multiservice_port,full,"rs1.lon1, rs3.lon1"
"Starlink Internet Services UK Ltd.",http://,14593,Open,195.66.224.70,2001:7f8:4::3901:1,"Telehouse West (THW)","core4-thw et-3/0/0",100G,100000,multiservice_port,full,"rs1.lon1, rs3.lon1"
"STC Bahrain B.S.C closed",http://www.stc.com.bh,51375,Selective,185.1.126.186,2001:7f8:d1::c8af:1,"MENA Gateway (MG1).(STJ)","edge1-stj-jed1 xe15",10G,10000,Regular,jedix_customer,"rs1.jed1, rs2.jed1"
"Stellium Datacenters Ltd",http://,206324,Open,195.66.224.127,2001:7f8:4::3:25f4:1,"Telehouse North (THN)","core4-thn VLAN: 1889",ConneXions,1000,ConneXions,full,"rs1.lon1, rs3.lon1"
"Stichting NBIP-NaWas",http://,200020,Open,195.66.226.68,2001:7f8:4::3:d54:1,"Telehouse North (THN)","core3-thn VLAN: 562",ConneXions,1000,ConneXions,full,"rs1.lon1, rs3.lon1"
"Stratagem Solutions",http://,212806,Open,195.66.227.131,2001:7f8:4::3:3f46:1,"Telehouse West (THW)","core3-thw VLAN: 2242",ConneXions,2000,ConneXions,full,"rs1.lon1, rs3.lon1"
"Stream Networks Ltd",http://www.stream-networks.co.uk,198736,Open,195.66.238.159,2001:7f8:4:1:0:3:850:1,"Telehouse North (THN)","edge4-thn-lon2 xe1",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Stream Networks Ltd",http://www.stream-networks.co.uk,198736,Open,195.66.226.159,2001:7f8:4::3:850:1,"Telehouse North (THN)","edge4-thn xe-9/3/3",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Structured Communications",https://www.structuredcommunications.co.uk/,199283,Selective,195.66.239.58,2001:7f8:4:1:0:3:a73:1,"Telehouse North (THN)","edge4-thn-lon2 xe24",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Structured Communications",https://www.structuredcommunications.co.uk/,199283,Selective,195.66.227.58,2001:7f8:4::3:a73:1,"Telehouse North (THN)","edge1-thn xe-3/2/1",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Sub 6 Limited",http://www.clook.net/,200083,Open,195.66.239.41,2001:7f8:4:1:0:3:d93:1,"Telehouse North (THN)","edge2-thn-lon2 VLAN: 901",ConneXions,1000,ConneXions,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Sub 6 Limited",http://www.clook.net/,200083,Open,195.66.227.41,2001:7f8:4::3:d93:1,"Interxion LON2 (IN2)","edge1-in2 VLAN: 901",ConneXions,1000,ConneXions,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Sub 6 Limited",http://www.clook.net/,200083,Open,195.66.244.68,2001:7f8:4:2:0:3:d93:1,"Equinix MA3 Joule House (TCJ)","edge2-tcj-man1 VLAN: 901",ConneXions,1000,ConneXions,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Subspace Communication LLC",http://www.subspace.com,32261,Open,195.66.226.91,2001:7f8:4::7e05:1,"Equinix LD6 (EQ4)","edge5-eq4 xe-2/3/5",10G,10000,Regular,"full,jedix_customer","rs1.jed1, rs1.lon1, rs2.jed1, rs3.lon1"
"Subspace Communication LLC",http://www.subspace.com,32261,Open,185.1.126.10,2001:7f8:d1::7e05:1,"MENA Gateway (MG1).(STJ)","edge1-stj-jed1 xe1",10G,10000,Regular,"full,jedix_customer","rs1.jed1, rs1.lon1, rs2.jed1, rs3.lon1"
"Subtopia Ltd",http://www.subtopia.co.uk,42344,Open,195.66.226.71,2001:7f8:4::a568:1,"Telehouse North (THN)","edge1-thn ge-8/0/3",1000,1000,Regular,full,"rs1.lon1, rs3.lon1"
"Subtopia Ltd",http://www.subtopia.co.uk,42344,Open,195.66.238.71,2001:7f8:4:1::a568:1,"Telehouse North (THN)","edge3-thn-lon2 xe25",1000,1000,Regular,full,"rs1.lon1, rs3.lon1"
"Sudatel Telecom Co. Ltd.",http://www.sudatel.sd,15706,Open,185.1.126.226,2001:7f8:d1::3d5a:1,"MENA Gateway (MG1).(STJ)","edge1-stj-jed1 xe14",10G,10000,Regular,jedix_customer,"rs1.jed1, rs2.jed1"
Sunrise,http://www.sunrise.net/,6730,Selective,195.66.224.85,2001:7f8:4::1a4a:1,"Telehouse North (THN)","edge3-thn ge-7/0/6",1000,1000,Regular,full,
"Superloop Ltd",http://www.superloop.com,38195,Selective,195.66.227.164,2001:7f8:4::9533:1,"Telehouse North (THN)","core3-thn VLAN: 1765",ConneXions,10000,ConneXions,full,"rs1.lon1, rs3.lon1"
"Superonline Iletisim Hizmetleri A.S",http://www.superonline.net/,34984,Selective,195.66.225.187,2001:7f8:4::88a8:1,"Telehouse North (THN)","edge3-thn xe-4/3/1",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Sure (Guernsey) Limited",http://international.sure.com/,8680,Selective,195.66.225.116,2001:7f8:4::21e8:1,"Equinix LD9 Powergate (TCA)","edge1-tca et-4/1/0",100G,100000,Regular,full,"rs1.lon1, rs3.lon1"
"Suretec Systems Ltd. T/A SureVoIP",http://www.surevoip.co.uk,199659,Open,195.66.236.155,2001:7f8:4:1:0:3:beb:1,"Telehouse East (THE)","edge2-the-lon2 xe13",1000,1000,Regular,full,"rs1.lon1, rs1.man1, rs1.sco1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Suretec Systems Ltd. T/A SureVoIP",http://www.surevoip.co.uk,199659,Open,195.66.244.62,2001:7f8:4:2:0:3:beb:1,"Equinix MA1 Williams House (TCW)","edge5-tcw-man1 VLAN: 2189",ConneXions,100,ConneXions,full,"rs1.lon1, rs1.man1, rs1.sco1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Suretec Systems Ltd. T/A SureVoIP",http://www.surevoip.co.uk,199659,Open,195.66.246.17,2001:7f8:4:3:0:3:beb:1,"Pulsant Edinburgh (PUE)","edge1-pue.sco1 32",1000,1000,Regular,full,"rs1.lon1, rs1.man1, rs1.sco1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Suretec Systems Ltd. T/A SureVoIP",http://www.surevoip.co.uk,199659,Open,195.66.224.155,2001:7f8:4::3:beb:1,"Telehouse East (THE)","edge4-the ge-4/2/0",1000,1000,Regular,full,"rs1.lon1, rs1.man1, rs1.sco1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Suretec Systems Ltd. T/A SureVoIP",http://www.surevoip.co.uk,199659,Open,195.66.246.18,2001:7f8:4:3:0:3:beb:2,"Pulsant Edinburgh (PUE)","edge1-pue.sco1 41",1000,1000,Regular,full,"rs1.lon1, rs1.man1, rs1.sco1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
SURFnet,http://www.surfnet.nl,1103,Open,195.66.225.122,2001:7f8:4::44f:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-3/3/0",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
SURFnet,http://www.surfnet.nl,1103,Open,195.66.225.122,2001:7f8:4::44f:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-7/1/5",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Swedish Armed Forces",http://,9201,Selective,195.66.225.199,2001:7f8:4::23f1:1,"Telehouse North (THN)","core3-thn VLAN: 11",ConneXions,500,ConneXions,full,"rs1.lon1, rs3.lon1"
"Swish Fibre Limited",http://www.swishfibre.com,208189,Open,195.66.227.155,2001:7f8:4::3:2d3d:1,"Telehouse North (THN)","edge4-thn xe-3/0/2",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Swisscom (Schweiz) AG",http://www.swisscom.com/,3303,Selective,195.66.224.110,2001:7f8:4::ce7:1,"Telehouse North (THN)","edge1-thn xe-5/0/2",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Swisscom (Schweiz) AG",http://www.swisscom.com/,3303,Selective,195.66.224.110,2001:7f8:4::ce7:1,"Telehouse North (THN)","edge1-thn xe-5/2/1",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
Symphony,http://www.symphony.net.th,132876,Selective,195.66.226.241,2001:7f8:4::2:70c:1,"Telehouse North (THN)","core3-thn VLAN: 1677",ConneXions,1000,ConneXions,full,"rs1.lon1, rs3.lon1"
"Synextra Ltd",http://synextra.co.uk,59778,Open,195.66.239.140,2001:7f8:4:1::3fbb:2,"Telehouse North (THN)","edge2-thn-lon2 xe9",1000,1000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Synextra Ltd",http://synextra.co.uk,59778,Open,195.66.227.140,2001:7f8:4::3fbb:2,"Telehouse North (THN)","edge2-thn xe-9/2/1",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Synextra Ltd",http://synextra.co.uk,59778,Open,195.66.244.190,2001:7f8:4:2::e982:1,"Equinix MA1 Williams House (TCW)","edge7-tcw-man1 xe15",1000,1000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"SysComm Limited",http://www.syscomm.co.uk,56990,Selective,195.66.238.225,2001:7f8:4:1::de9e:1,"Equinix LD8 Harbour Exchange (TCH)","edge3-tch-lon2 xe29",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"SysComm Limited",http://www.syscomm.co.uk,56990,Selective,195.66.226.225,2001:7f8:4::de9e:1,"Telehouse North (THN)","edge3-thn xe-4/0/2",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"SysGroup Trading Limited",http://www.sysgroup.com,39537,Selective,195.66.244.52,2001:7f8:4:2::9a71:1,"Equinix MA1 Williams House (TCW)","edge7-tcw-man1 xe22",1000,1000,Regular,full,rs1.car1
"SysGroup Trading Limited",http://www.sysgroup.com,39537,Selective,195.66.226.108,2001:7f8:4::9a71:1,"Telehouse North (THN)","edge1-thn xe-5/3/3",10G,10000,Regular,full,rs1.car1
"SysGroup Trading Limited",http://www.sysgroup.com,16376,Open,195.66.225.243,,"Telehouse East (THE)","edge4-the ge-4/3/8",1000T,1000,Regular,full,"rs1.lon1, rs3.lon1"
"SysGroup Trading Limited",http://www.sysgroup.com,39537,Selective,195.66.228.10,2001:7f8:4:4::9a71:11,Newport(NGD),"edge1-ngd.car1 0/17",10G,10000,Regular,full,rs1.car1
"Take-Two Interactive Software Europe Limited",http://www.take2games.com,394977,Restrictive,195.66.226.169,2001:7f8:4::6:6e1:1,"Equinix LD6 (EQ4)","edge5-eq4 xe-2/1/0",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Take-Two Interactive Software Europe Limited",http://www.take2games.com,394977,Restrictive,195.66.236.233,2001:7f8:4:1:0:6:6e1:1,"Equinix LD4 (EQ4)","edge2-eq4-lon2 xe8",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Talk Straight Group Limited",http://www.talk-straight.com,199335,Selective,195.66.224.250,,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-5/0/3",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
TalkTalk,https://www.talktalkgroup.com/,13285,Open,195.66.236.136,2001:7f8:4:1::33e5:1,"Equinix LD4 (EQ4)","edge3-eq4-lon2 ce12/1",100G,100000,Regular,full,"rs1.lon1, rs1.man1, rs1.nva1, rs2.lon2, rs2.man1, rs2.nva1, rs3.lon1, rs4.lon2"
