"Organisation Name",Website,ASN,"Peering Policy","IPv4 Address","IPv6 Address",Location,"Switch Slot/[Pic/]Port","Port Type","Service Speed","Service Type","Membership Type","Route Servers"
"Apple Europe Limited",http://www.apple.com,714,Selective,195.66.226.147,2001:7f8:4::2ca:3,"Telehouse West (THW)","core4-thw et-2/3/3",100G,100000,Regular,full,
"Applied Satellite Technology Ltd",http://,212694,"No data",195.66.226.58,2001:7f8:4::3:3ed6:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch ge-4/1/3",1000,1000,Regular,full,"rs1.lon1, rs3.lon1"
"Aptum Technologies (UK) Limited",https://aptum.com,13768,Selective,195.66.224.156,2001:7f8:4::35c8:1,"Telehouse West (THW)","edge1-thw xe-9/1/1",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Aptum Technologies (UK) Limited",https://aptum.com,13768,Selective,195.66.224.156,2001:7f8:4::35c8:1,"Telehouse West (THW)","edge1-thw xe-3/0/2",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Aptus Solutions Limited",http://www.aptus.co.tz,37349,Open,195.66.225.219,2001:7f8:4::91e5:1,"Telehouse East (THE)","edge4-the ge-4/0/5",1000,1000,Regular,full,"rs1.lon1, rs3.lon1"
"aq Limited",http://aql.com,33920,Selective,195.66.225.115,2001:7f8:4::8480:1,"Telehouse East (THE)","edge4-the ge-4/1/5",1000,1000,Regular,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"aq Limited",http://aql.com,33920,Selective,195.66.225.115,2001:7f8:4::8480:1,"Telehouse East (THE)","edge4-the ge-4/1/6",1000,1000,Regular,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"aq Limited",http://aql.com,33920,Selective,195.66.244.40,2001:7f8:4:2::8480:1,"Equinix MA1 Williams House (TCW)","edge7-tcw-man1 xe16",1000,1000,Regular,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Arrow Group Inc",https://arrowcalgary.ca/,20119,Open,195.66.227.204,2001:7f8:4::4e97:1,"Equinix LD8 Harbour Exchange (TCH)","core4-tch VLAN: 44",ConneXions,1000,ConneXions,full,
"Ask4 Limited",http://www.ask4.com,41230,Open,195.66.224.104,,"Equinix LD8 Harbour Exchange (TCH)","core4-tch et-2/4/2",100G,100000,Regular,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Ask4 Limited",http://www.ask4.com,41230,Open,195.66.244.23,,"Equinix MA1 Williams House (TCW)","edge6-tcw-man1 xe16",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Aspire Technology Solutions Ltd",http://www.aspirets.com/,51043,Open,195.66.226.200,2001:7f8:4::c763:1,"Telehouse North (THN)","edge1-thn xe-2/2/3",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Aspire Technology Solutions Ltd",http://www.aspirets.com/,51043,Open,195.66.226.200,2001:7f8:4::c763:1,"Telehouse North (THN)","edge1-thn xe-4/0/3",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Aspire Technology Solutions Ltd",http://www.aspirets.com/,51043,Open,195.66.244.89,2001:7f8:4:2::c763:1,"Equinix MA1 Williams House (TCW)","edge5-tcw-man1 xe25",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Aspire Technology Solutions Ltd",http://www.aspirets.com/,51043,Open,195.66.238.200,2001:7f8:4:1::c763:1,"Telehouse West (THW)","edge1-thw-lon2 xe34",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Associated Networks (UK) Ltd. ANLX",http://www.anlx.net,25061,Open,195.66.237.22,2001:7f8:4:1::61e5:2,"Telehouse North (THN)","edge1-thn-lon2 xe2",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Associated Networks (UK) Ltd. ANLX",http://www.anlx.net,25061,Open,195.66.225.22,2001:7f8:4::61e5:1,"Telehouse East (THE)","edge4-the xe-7/2/3",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Astutium Ltd",https://www.astutium.com,29527,"No data",195.66.236.244,2001:7f8:4:1::7357:2,"Telehouse North (THN)","edge2-thn-lon2 xe41",1000T,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Astutium Ltd",https://www.astutium.com,29527,"No data",195.66.224.244,2001:7f8:4::7357:1,"Telehouse North (THN)","edge1-thn ge-9/2/5",1000T,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"AT&T Global Network Services (UK) BV - Branch",http://www.att.com/globalnetworking/,2686,Selective,195.66.224.27,2001:7f8:4::a7e:1,"Telehouse North (THN)","core3-thn et-3/3/1",100G,100000,Regular,full,
"AT&T Global Network Services (UK) BV - Branch",http://www.att.com/globalnetworking/,2686,Selective,195.66.236.27,2001:7f8:4:1::a7e:1,"Digital Realty Sovereign House (RBS)","edge2-rbs-lon2 ce3/1",100G,100000,Regular,full,
"Atlantech Online",http://www.atlantech.net,7784,Open,206.55.196.64,2001:504:31::1e68:1,"CoreSite Reston (COR)","edge1-cor.nva1 xe-11/2/0",10G,10000,Regular,full,"rs1.nva1, rs2.nva1"
"Atlantic Metro Communications II, Inc.",http://www.atlanticmetro.net,29838,Open,195.66.227.230,2001:7f8:4::748e:1,"Equinix LD6 (EQ4)","edge5-eq4 ge-4/0/1",1000,1000,multiservice_port,full,"rs1.lon1, rs3.lon1"
"Atlas Business Group of Companies Plc",http://www.atlasbusinesses.com,13005,Open,195.66.224.154,2001:7f8:4::32cd:1,"Telehouse North (THN)","edge4-thn VLAN: 507",ConneXions,1000,ConneXions,full,"rs1.lon1, rs1.man1, rs3.lon1"
"Atlas Business Group of Companies Plc",http://www.atlasbusinesses.com,13005,Open,195.66.244.32,2001:7f8:4:2::32cd:1,"M247 Ball Green (M2I)","edge2-m2i-man1 xe21",1000,1000,Regular,full,"rs1.lon1, rs1.man1, rs3.lon1"
"Atlas Communications",http://www.atlas-comms.com/,31641,Open,195.66.224.203,2001:7f8:4::7b99:1,"Telehouse North (THN)","edge1-thn ge-8/3/8",1000,1000,Regular,full,"rs1.lon1, rs3.lon1"
"Atmoso Limited",http://www.silver-lining.com/,56444,Selective,195.66.239.96,2001:7f8:4:1::dc7c:1,"Telehouse West (THW)","edge3-thw-lon2 xe2",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Atmoso Limited",http://www.silver-lining.com/,56444,Selective,195.66.227.96,2001:7f8:4::dc7c:1,"Telehouse East (THE)","edge4-the xe-3/2/0",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
atom86,https://atom86.net/,8455,Selective,195.66.227.118,2001:7f8:4::2107:1,"Equinix LD8 Harbour Exchange (TCH)","core4-tch VLAN: 734",ConneXions,5000,ConneXions,full,
"Audatex UK Limited",http://www.audatex.co.uk/,50287,Open,195.66.227.124,,"Telehouse North (THN)","core4-thn VLAN: 2575",ConneXions,1000,ConneXions,full,"rs1.lon1, rs3.lon1"
Automattic,http://www.automattic.com/,2635,Open,195.66.226.127,2001:7f8:4::a4b:1,"Equinix LD6 (EQ4)","edge3-eq4 et-5/0/2",100G,100000,Regular,full,"rs1.lon1, rs3.lon1"
"Avanti Communications",http://www.avantiplc.com,39356,Open,195.66.237.143,2001:7f8:4:1::99bc:1,"Telehouse East (THE)","edge1-the-lon2 xe18",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Avanti Communications",http://www.avantiplc.com,39356,Open,195.66.225.143,2001:7f8:4::99bc:1,"Telehouse East (THE)","edge4-the xe-2/3/1",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Avelacom Limited",http://www.avelacom.ru,31059,Open,195.66.226.66,2001:7f8:4::7953:1,"Interxion LON2 (IN2)","edge1-in2 ge-4/0/5",1000,1000,Regular,full,"rs1.lon1, rs3.lon1"
"Avensys Networks Ltd.",http://www.avensys.net/,8553,Open,195.66.224.126,,"Telehouse North (THN)","edge1-thn ge-7/1/6",1000,1000,Regular,full,
"Avensys Networks Ltd.",http://www.avensys.net/,8553,Open,195.66.236.126,2001:7f8:4:1::2169:1,"Telehouse North (THN)","edge1-thn-lon2 xe4",1000,1000,Regular,full,
"Avensys Networks Ltd.",http://www.avensys.net/,8553,Open,195.66.244.15,,"Equinix MA1 Williams House (TCW)","edge7-tcw-man1 xe9",1000,1000,Regular,full,
"AVR Group Limited",http://monitoring.co.uk,42009,Open,195.66.244.109,2001:7f8:4:2::a419:1,"Equinix MA1 Williams House (TCW)","edge5-tcw-man1 VLAN: 1397",ConneXions,1000,ConneXions,full,"rs1.man1, rs2.man1"
"AXA Insurance UK plc",http://www.axa.co.uk/home.aspx,34746,Open,195.66.224.222,,"Telehouse West (THW)","edge1-thw xe-9/1/0",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"AXA Insurance UK plc",http://www.axa.co.uk/home.aspx,34746,Open,195.66.227.232,2001:7f8:4::87ba:2,"Equinix LD6 (EQ4)","edge5-eq4 xe-2/1/5",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"AXA Insurance UK plc",http://www.axa.co.uk/home.aspx,34746,Open,195.66.236.222,2001:7f8:4:1::87ba:1,"Telehouse West (THW)","edge2-thw-lon2 xe5",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Axians Networks Limited",http://www.imtechict.co.uk,57228,Open,195.66.224.196,2001:7f8:4::df8c:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch ge-4/0/8",1000,1000,Regular,full,"rs1.lon1, rs3.lon1"
"Backbone Connect Ltd",http://www.BackboneConnect.co.uk,41107,Selective,195.66.239.180,2001:7f8:4:1::a093:1,"Telehouse North (THN)","edge4-thn-lon2 xe25",1000,1000,Regular,full,"rs1.lon1, rs3.lon1"
"Backbone Connect Ltd",http://www.BackboneConnect.co.uk,41107,Selective,195.66.227.180,2001:7f8:4::a093:1,"Telehouse North (THN)","edge3-thn xe-10/0/3",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
Bahnhof,http://www.bahnhof.se,8473,Selective,195.66.225.134,2001:7f8:4::2119:1,"Telehouse North (THN)","edge4-thn xe-9/2/1",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Balkan Internet Exchange Ltd",https://www.b-ix.net,59900,Open,195.66.227.179,2001:7f8:4::e9fc:1,"Equinix LD8 Harbour Exchange (TCH)","core4-tch VLAN: 1013",ConneXions,1000,ConneXions,full,"rs1.lon1, rs3.lon1"
"Baltic Broadband Limited",http://www.balticbroadband.com,203421,Open,195.66.227.15,2001:7f8:4::3:1a9d:1,"Telehouse North (THN)","edge1-thn ge-8/3/4",1000,1000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Baltic Broadband Limited",http://www.balticbroadband.com,203421,Open,195.66.244.127,2001:7f8:4:2:0:3:1a9d:1,"TeleData Delta House (TDD)","edge3-tdd-man1 xe5",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Baltic Broadband Limited",http://www.balticbroadband.com,203421,Open,195.66.239.15,2001:7f8:4:1:0:3:1a9d:1,"Telehouse North (THN)","edge4-thn-lon2 xe39",1000,1000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Bangladesh Telecommunications Company Limited(BTCL)",http://,17494,Open,195.66.226.78,2001:7f8:4::4456:1,"Telehouse North (THN)","edge3-thn xe-4/1/1",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Barritel Limited",http://www.barritel.com,59410,Selective,195.66.227.1,2001:7f8:4::e812:1,"Telehouse East (THE)","edge4-the ge-4/2/7",1000T,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Barritel Limited",http://www.barritel.com,59410,Selective,195.66.239.1,2001:7f8:4:1::e812:1,"Telehouse East (THE)","edge2-the-lon2 xe32",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Bayan Telecommunications",http://www.bayan.com.ph,6648,Open,195.66.226.7,,"Telehouse North (THN)","core3-thn VLAN: 121",ConneXions,300,ConneXions,full,"rs1.lon1, rs3.lon1"
BBC,http://www.bbc.co.uk/,2818,Open,195.66.244.59,2001:7f8:4:2::b02:1,"Equinix MA1 Williams House (TCW)","edge8-tcw-man1 ce11/1",100G,100000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
BBC,http://www.bbc.co.uk/,2818,Open,195.66.246.25,2001:7f8:4:3::b02:1,"Pulsant Edinburgh (PUE)","edge2-pue.sco1 2",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
BBC,http://www.bbc.co.uk/,2818,Open,195.66.224.103,2001:7f8:4::b02:1,"Telehouse West (THW)","core4-thw et-2/4/0",100G,100000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
BBC,http://www.bbc.co.uk/,31459,Open,195.66.224.197,,"Telehouse North (THN)","edge4-thn ge-7/2/1",1000,1000,Regular,full,
BBC,http://www.bbc.co.uk/,2818,Open,195.66.224.88,2001:7f8:4::b02:5,"Equinix LD6 (EQ4)","edge3-eq4 et-8/0/5",100G,100000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
BBC,http://www.bbc.co.uk/,2818,Open,195.66.238.229,2001:7f8:4:1::b02:2,"Telehouse West (THW)","edge1-thw-lon2 xe7",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
BBC,http://www.bbc.co.uk/,2818,Open,195.66.236.103,2001:7f8:4:1::b02:1,"Digital Realty Sovereign House (RBS)","edge1-rbs-lon2 xe22",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
BBC,http://www.bbc.co.uk/,2818,Open,195.66.238.229,2001:7f8:4:1::b02:2,"Telehouse West (THW)","edge1-thw-lon2 xe9",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
BBC,http://www.bbc.co.uk/,2818,Open,195.66.238.229,2001:7f8:4:1::b02:2,"Telehouse West (THW)","edge1-thw-lon2 xe10",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
BBC,http://www.bbc.co.uk/,2818,Open,195.66.236.103,2001:7f8:4:1::b02:1,"Digital Realty Sovereign House (RBS)","edge1-rbs-lon2 xe23",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
BBC,http://www.bbc.co.uk/,2818,Open,195.66.225.13,2001:7f8:4::b02:4,"Equinix LD6 (EQ4)","edge3-eq4 et-9/1/2",100G,100000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
BBC,http://www.bbc.co.uk/,2818,Open,195.66.236.103,2001:7f8:4:1::b02:1,"Digital Realty Sovereign House (RBS)","edge1-rbs-lon2 xe21",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
BBC,http://www.bbc.co.uk/,2818,Open,195.66.226.229,2001:7f8:4::b02:2,"Digital Realty Sovereign House (RBS)","edge2-rbs et-1/1/5",100G,100000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
BBC,http://www.bbc.co.uk/,2818,Open,195.66.236.103,2001:7f8:4:1::b02:1,"Digital Realty Sovereign House (RBS)","edge1-rbs-lon2 xe24",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
BBC,http://www.bbc.co.uk/,2818,Open,195.66.238.229,2001:7f8:4:1::b02:2,"Telehouse West (THW)","edge1-thw-lon2 xe8",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"BBG Telecom",http://,263276,Open,195.66.225.30,2001:7f8:4::4:46c:1,"Telehouse North (THN)","core3-thn VLAN: 600",ConneXions,100,ConneXions,full,
"BCS Group",http://www.bcs-ea.com,37273,Open,195.66.225.195,,"Telehouse East (THE)","edge4-the xe-7/0/3",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"BCS Group",http://www.bcs-ea.com,37273,Open,195.66.237.195,2001:7f8:4:1::9199:1,"Telehouse East (THE)","edge2-the-lon2 xe24",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Be Artis",http://www.optimus.pt/Main,2860,Selective,195.66.225.150,2001:7f8:4::b2c:1,"Telehouse East (THE)","edge4-the xe-7/0/4",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Be Artis",http://www.optimus.pt/Main,2860,Selective,195.66.237.150,2001:7f8:4:1::b2c:1,"Telehouse East (THE)","edge1-the-lon2 xe37",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Beaming Ltd",http://www.beaming.biz,48620,Open,195.66.238.220,2001:7f8:4:1::bdec:1,"Telehouse North (THN)","edge4-thn-lon2 xe22",1000,1000,Regular,full,
"Beaming Ltd",http://www.beaming.biz,48620,Open,195.66.226.220,,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch ge-4/2/9",1000,1000,Regular,full,
"Beeks Financial Cloud",https://www.beeksfinancialcloud.com/,206934,Open,195.66.225.181,2001:7f8:4::e118:1,"Equinix LD6 (EQ4)","edge5-eq4 xe-3/1/1",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Beeks Financial Cloud",https://www.beeksfinancialcloud.com/,206934,Open,195.66.225.225,2001:7f8:4::3:2856:1,"Equinix LD6 (EQ4)","edge5-eq4 ge-4/0/3",1000,1000,Regular,full,"rs1.lon1, rs3.lon1"
"Belgacom International Carrier Services",https://www2.bics.com/remote-peering-to-linx,5560,No,195.66.226.254,2001:7f8:4::15b8:1,"Telehouse North (THN)","core3-thn VLAN: 1731",ConneXions,100,ConneXions,"ConneXions,full",
"Belgacom International Carrier Services",https://www2.bics.com/remote-peering-to-linx,6774,Selective,195.66.224.128,2001:7f8:4::1a76:2,"Telehouse North (THN)","core3-thn VLAN: 1728",ConneXions,30000,ConneXions,"ConneXions,full","rs1.lon1, rs3.lon1"
"Belgacom International Carrier Services",https://www2.bics.com/remote-peering-to-linx,6774,Selective,195.66.225.97,2001:7f8:4::1a76:1,"Digital Realty Sovereign House (RBS)","edge1-rbs xe-5/2/0",10G,10000,Regular,"ConneXions,full","rs1.lon1, rs3.lon1"
"Belgacom International Carrier Services",https://www2.bics.com/remote-peering-to-linx,6774,Selective,195.66.225.97,2001:7f8:4::1a76:1,"Digital Realty Sovereign House (RBS)","edge1-rbs xe-5/2/1",10G,10000,Regular,"ConneXions,full","rs1.lon1, rs3.lon1"
BELNET,http://www.belnet.be/,2611,Open,195.66.224.161,2001:7f8:4::a33:1,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-4/0/5",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
BELNET,http://www.belnet.be/,2611,Open,195.66.224.161,2001:7f8:4::a33:1,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-4/1/3",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
BELNET,http://www.belnet.be/,2611,Open,195.66.224.161,2001:7f8:4::a33:1,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-3/2/3",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Bezeq International Ltd.",http://www.bezeqint.co.il/,8551,Selective,195.66.225.126,2001:7f8:4::2167:2,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-3/3/4",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Bezeq International Ltd.",http://www.bezeqint.co.il/,8551,Selective,195.66.225.44,2001:7f8:4::2167:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-8/0/3",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Bezeq International Ltd.",http://www.bezeqint.co.il/,8551,Selective,195.66.225.44,2001:7f8:4::2167:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-7/0/7",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Bezeq International Ltd.",http://www.bezeqint.co.il/,8551,Selective,195.66.225.126,2001:7f8:4::2167:2,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-3/2/4",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Bezeq International Ltd.",http://www.bezeqint.co.il/,8551,Selective,195.66.225.126,2001:7f8:4::2167:2,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-4/0/2",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Bezeq International Ltd.",http://www.bezeqint.co.il/,8551,Selective,195.66.225.44,2001:7f8:4::2167:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-7/3/1",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Bharti Airtel Ltd",http://www.bharti.com/,9498,Selective,195.66.226.204,2001:7f8:4::251a:2,"Digital Realty Sovereign House (RBS)","edge2-rbs et-8/1/2",100G,100000,Regular,full,"rs1.lon1, rs3.lon1"
"Bharti Airtel Ltd",http://www.bharti.com/,9498,Selective,195.66.226.204,2001:7f8:4::251a:2,"Digital Realty Sovereign House (RBS)","edge2-rbs et-8/1/5",100G,100000,Regular,full,"rs1.lon1, rs3.lon1"
"Bharti Airtel Ltd",http://www.bharti.com/,9498,Selective,195.66.226.204,2001:7f8:4::251a:2,"Digital Realty Sovereign House (RBS)","edge2-rbs et-8/0/2",100G,100000,Regular,full,"rs1.lon1, rs3.lon1"
"Bharti Airtel Ltd",http://www.bharti.com/,9498,Selective,195.66.226.204,2001:7f8:4::251a:2,"Digital Realty Sovereign House (RBS)","edge2-rbs et-1/0/2",100G,100000,Regular,full,"rs1.lon1, rs3.lon1"
"Bhutan Telecom Ltd",http://www.telecom.net.bt,17660,Open,195.66.225.57,2001:7f8:4::44fc:1,"Telehouse East (THE)","edge4-the xe-2/0/7",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Bhutan Telecom Ltd",http://www.telecom.net.bt,17660,Open,195.66.237.57,2001:7f8:4:1::44fc:1,"Telehouse East (THE)","edge2-the-lon2 xe11",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"BIGO TECHNOLOGY PTE. LTD.",https://www.bigo.tv/,10122,Open,185.1.126.101,2001:7f8:d1::278a:1,"MENA Gateway (MG1).(STJ)","edge3-stj-jed1 ce5/1",100G,100000,Regular,jedix_customer,"rs1.jed1, rs2.jed1"
"BIT BV",http://www.bit.nl,12859,Open,195.66.225.51,2001:7f8:4::323b:1,"Telehouse North (THN)","edge4-thn ge-7/2/4",1000,1000,Regular,full,"rs1.lon1, rs3.lon1"
"Blacknight Internet Solutions Limited",http://www.blacknight.com,39122,Open,195.66.226.97,2001:7f8:4::98d2:1,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-3/3/1",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Blacknight Internet Solutions Limited",http://www.blacknight.com,39122,Open,195.66.226.97,2001:7f8:4::98d2:1,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-4/3/2",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Blix Solutions AS",https://www.blix.com,50304,Selective,195.66.225.9,2001:7f8:4::c480:1,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-5/1/3",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Blizzard Entertainment, SAS",http://eu.blizzard.com/en-gb/,57976,Open,195.66.238.234,2001:7f8:4:1::e278:1,"Equinix LD4 (EQ4)","edge3-eq4-lon2 ce9/1",100G,100000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Blizzard Entertainment, SAS",http://eu.blizzard.com/en-gb/,57976,Open,195.66.226.234,2001:7f8:4::e278:1,"Equinix LD6 (EQ4)","edge3-eq4 et-3/1/2",100G,100000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Blizzard Entertainment, SAS",http://eu.blizzard.com/en-gb/,57976,Open,195.66.226.234,2001:7f8:4::e278:1,"Equinix LD6 (EQ4)","edge3-eq4 et-7/0/5",100G,100000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
Bloomberg,https://www.bloomberg.com,10361,Selective,195.66.227.217,2001:7f8:4::2879:2,"Equinix LD6 (EQ4)","edge5-eq4 xe-8/1/4",10G,10000,Regular,full,
Bloomberg,https://www.bloomberg.com,10361,Selective,195.66.227.137,2001:7f8:4::2879:1,"Equinix LD6 (EQ4)","edge5-eq4 ge-4/2/3",1000,1000,Regular,full,
"Blue Face Limited",http://,39233,Open,195.66.225.41,2001:7f8:4::9941:1,"Equinix LD6 (EQ4)","edge5-eq4 xe-3/0/1",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Blue Tiger Solutions",http://www.bluetigersolutions.com,47480,Open,195.66.237.132,2001:7f8:4:1::b978:1,"Telehouse North (THN)","edge2-thn-lon2 xe16",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Blue Tiger Solutions",http://www.bluetigersolutions.com,47480,Open,195.66.225.132,,"Telehouse North (THN)","edge4-thn ge-7/1/7",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Bogons Ltd.",http://www.bogons.net/,3213,Open,195.66.236.228,2001:7f8:4:1::c8d:1,"Telehouse North (THN)","edge2-thn-lon2 xe40",10G,10000,Regular,full,"rs1.lon1, rs1.sco1, rs2.lon2, rs3.lon1, rs4.lon2"
"Bogons Ltd.",http://www.bogons.net/,201798,Open,195.66.244.65,,"Equinix MA1 Williams House (TCW)","edge7-tcw-man1 xe21",1000,1000,Regular,full,"rs1.man1, rs2.man1"
"Bogons Ltd.",http://www.bogons.net/,3213,Open,195.66.246.24,2001:7f8:4:3::c8d:1,"Pulsant Edinburgh (PUE)","edge2-pue.sco1 1",10G,10000,Regular,full,"rs1.lon1, rs1.sco1, rs2.lon2, rs3.lon1, rs4.lon2"
"Bogons Ltd.",http://www.bogons.net/,3213,Open,195.66.224.228,2001:7f8:4::c8d:1,"Digital Realty Sovereign House (RBS)","edge1-rbs xe-5/3/0",10G,10000,Regular,full,"rs1.lon1, rs1.sco1, rs2.lon2, rs3.lon1, rs4.lon2"
"Booking.com Limited",http://www.booking.com,202196,Open,195.66.227.63,2001:7f8:4::abdc:2,"Equinix LD6 (EQ4)","edge5-eq4 xe-3/2/4",10G,10000,Regular,full,
"Booking.com Limited",http://www.booking.com,43996,Open,206.55.196.17,2001:504:31::abdc:1,"Digital Realty IAD (44521 Hastings) ACC5 (DFT)","edge1-dft.nva1 ge-0/3/0",1000,1000,Regular,full,"rs1.lon1, rs1.nva1, rs2.lon2, rs2.nva1, rs3.lon1, rs4.lon2"
